id,gender,age,education,work_experience,H_self,E_self,A_self,C_self,g_level,H_self_centered,E_self_centered,A_self_centered,C_self_centered,self_mean,self_std,self_max,self_min,self_range,H_minus_E,H_minus_A,H_minus_C,E_minus_A,E_minus_C,A_minus_C
60e9031f16bbe7da0089ea25,1,22.5,3,4.2,4.75,2.9375,3.375,3.6875,2,0.875,-0.03125,0.1875,0.34375,0.34375,0.38611985401772164,0.875,-0.03125,0.90625,0.90625,0.6875,0.53125,-0.21875,-0.375,-0.15625
6330aa1c7f5f79e3707b7ea6,1,29.6,4,7.0,4.125,2.5625,4.0625,4.1875,3,0.5625,-0.21875,0.53125,0.59375,0.3671875,0.391457446335699,0.59375,-0.21875,0.8125,0.78125,0.03125,-0.03125,-0.75,-0.8125,-0.0625
6100bb2660955ead768c8fcf,2,40.5,6,14.0,2.6875,3.375,3.5,2.9375,3,-0.15625,0.1875,0.25,-0.03125,0.0625,0.18922814713109323,0.25,-0.15625,0.40625,-0.34375,-0.40625,-0.125,-0.0625,0.21875,0.28125
6380063ad4c58f5102c681c4,1,38.2,4,20.1,3.5625,3.1875,3.375,4.25,3,0.28125,0.09375,0.1875,0.625,0.296875,0.23175620272173947,0.625,0.09375,0.53125,0.1875,0.09375,-0.34375,-0.09375,-0.53125,-0.4375
60faefcf667e07570bed9dcb,1,56.9,3,17.5,4.3125,4.0,3.0625,3.5625,3,0.65625,0.5,0.03125,0.28125,0.3671875,0.2716833615780203,0.65625,0.03125,0.625,0.15625,0.625,0.375,0.46875,0.21875,-0.25
63aa3d6570a0b89cc71bc7d8,2,51.4,2,35.1,3.5625,3.3125,3.75,3.4375,1,0.28125,0.15625,0.375,0.21875,0.2578125,0.0933149628498381,0.375,0.15625,0.21875,0.125,-0.09375,0.0625,-0.21875,-0.0625,0.15625
60b63b1f1d8a6fc4d72d5328,2,56.0,2,36.2,4.625,2.8125,4.375,4.3125,1,0.8125,-0.09375,0.6875,0.65625,0.515625,0.4118207791827249,0.8125,-0.09375,0.90625,0.90625,0.125,0.15625,-0.78125,-0.75,0.03125
6104b2ecc49663d91f01bfae,2,25.2,4,4.0,4.5625,3.875,2.9375,1.6875,2,0.78125,0.4375,-0.03125,-0.65625,0.1328125,0.6225864857926702,0.78125,-0.65625,1.4375,0.34375,0.8125,1.4375,0.46875,1.09375,0.625
5d577affb125380001b5575d,2,27.0,4,8.0,2.5625,2.9375,2.125,3.375,1,-0.21875,-0.03125,-0.4375,0.1875,-0.125,0.2663898302613421,0.1875,-0.4375,0.625,-0.1875,0.21875,-0.40625,0.40625,-0.21875,-0.625
63b73bd5a6179e2e7297d96e,3,19.8,3,6.0,4.875,3.5,2.5,3.6875,2,0.9375,0.25,-0.25,0.34375,0.3203125,0.48705575378150157,0.9375,-0.25,1.1875,0.6875,1.1875,0.59375,0.5,-0.09375,-0.59375
6398af4f26e303972b2d4eab,2,59.9,2,33.5,4.1875,3.5625,2.375,3.75,3,0.59375,0.28125,-0.3125,0.375,0.234375,0.3873823746205636,0.59375,-0.3125,0.90625,0.3125,0.90625,0.21875,0.59375,-0.09375,-0.6875
62d06d1b651d6922f62fab9b,1,27.7,4,7.0,4.0,2.6875,3.5625,4.5625,1,0.5,-0.15625,0.28125,0.78125,0.3515625,0.3955934031616301,0.78125,-0.15625,0.9375,0.65625,0.21875,-0.28125,-0.4375,-0.9375,-0.5
62d5c169b25535bc60fd5248,2,55.8,5,35.0,3.0,3.5625,2.6875,4.625,2,0.0,0.28125,-0.15625,0.8125,0.234375,0.42581111324936866,0.8125,-0.15625,0.96875,-0.28125,0.15625,-0.8125,0.4375,-0.53125,-0.96875
59d6b8f103203500011ace12,2,58.8,5,31.2,4.375,4.25,4.4375,5.0,3,0.6875,0.625,0.71875,1.0,0.7578125,0.1660960283239789,1.0,0.625,0.375,0.0625,-0.03125,-0.3125,-0.09375,-0.375,-0.28125
628510a698e9e63b21ef9139,1,30.8,5,9.3,3.875,2.8125,3.5625,3.9375,3,0.4375,-0.09375,0.28125,0.46875,0.2734375,0.258167369404036,0.46875,-0.09375,0.5625,0.53125,0.15625,-0.03125,-0.375,-0.5625,-0.1875
61283769a39dd638c256540c,1,46.9,3,26.7,2.4375,2.75,1.9375,2.5625,2,-0.28125,-0.125,-0.53125,-0.21875,-0.2890625,0.17375861789179456,-0.125,-0.53125,0.40625,-0.15625,0.25,-0.0625,0.40625,0.09375,-0.3125
5d59b01348766d0016949e6a,2,40.2,4,16.9,3.75,3.3125,3.5625,4.0,2,0.375,0.15625,0.28125,0.5,0.328125,0.1454608337892598,0.5,0.15625,0.34375,0.21875,0.09375,-0.125,-0.125,-0.34375,-0.21875
632bf6af55bff8f5431bc09a,1,24.9,5,0.0,1.9375,3.625,1.4375,3.9375,1,-0.53125,0.3125,-0.78125,0.46875,-0.1328125,0.6162803195719191,0.46875,-0.78125,1.25,-0.84375,0.25,-1.0,1.09375,-0.15625,-1.25
61232cdd072f4f13a41c2302,2,23.8,3,6.0,4.375,3.0,3.8125,3.375,2,0.6875,0.0,0.40625,0.1875,0.3203125,0.29577647634376425,0.6875,0.0,0.6875,0.6875,0.28125,0.5,-0.40625,-0.1875,0.21875
60fd0c7f3feef315172385cf,2,37.1,5,21.1,2.875,3.625,2.875,4.0625,1,-0.0625,0.3125,-0.0625,0.53125,0.1796875,0.293567097313374,0.53125,-0.0625,0.59375,-0.375,0.0,-0.59375,0.375,-0.21875,-0.59375
62a1e0fa590f6a0427492e41,1,44.5,4,21.3,3.9375,2.8125,3.4375,3.75,3,0.46875,-0.09375,0.21875,0.375,0.2421875,0.24655834121967968,0.46875,-0.09375,0.5625,0.5625,0.25,0.09375,-0.3125,-0.46875,-0.15625
59ca6d5b46f72100019069c0,1,55.8,5,33.9,2.875,2.125,1.875,4.0625,3,-0.0625,-0.4375,-0.5625,0.53125,-0.1328125,0.49104944485424956,0.53125,-0.5625,1.09375,0.375,0.5,-0.59375,0.125,-0.96875,-1.09375
60ff7e913a2ea98fff1d0cf3,2,20.0,2,4.0,3.5625,3.125,2.5,4.0,3,0.28125,0.0625,-0.25,0.5,0.1484375,0.3200901158918636,0.5,-0.25,0.75,0.21875,0.53125,-0.21875,0.3125,-0.4375,-0.75
614c0e6fc69699a7da9b770e,2,24.0,3,6.8,4.3125,2.6875,3.875,4.6875,2,0.65625,-0.15625,0.4375,0.84375,0.4453125,0.43404513854168053,0.84375,-0.15625,1.0,0.8125,0.21875,-0.1875,-0.59375,-1.0,-0.40625
62c71e41af2bc57590b548e8,1,41.9,3,23.1,3.625,2.25,4.0625,3.9375,1,0.3125,-0.375,0.53125,0.46875,0.234375,0.4165364379819209,0.53125,-0.375,0.90625,0.6875,-0.21875,-0.15625,-0.90625,-0.84375,0.0625
5ec44da606cb7931f04a35e9,1,57.0,3,36.0,3.0,3.0625,3.9375,4.625,3,0.0,0.03125,0.46875,0.8125,0.328125,0.3873823746205636,0.8125,0.0,0.8125,-0.03125,-0.46875,-0.8125,-0.4375,-0.78125,-0.34375
5b2489070ec82d0001d1dbb2,2,44.0,5,17.3,4.6875,3.5,2.75,4.5,3,0.84375,0.25,-0.125,0.75,0.4296875,0.45240603881727015,0.84375,-0.125,0.96875,0.59375,0.96875,0.09375,0.375,-0.5,-0.875
622a193e32f45a5c28d4875f,1,59.5,4,36.3,3.875,3.3125,3.1875,3.6875,2,0.4375,0.15625,0.09375,0.34375,0.2578125,0.16010860571811872,0.4375,0.09375,0.34375,0.28125,0.34375,0.09375,0.0625,-0.1875,-0.25
5b6c72f29dc5550001f8a514,1,37.0,4,22.0,3.5625,2.75,3.125,4.0,3,0.28125,-0.125,0.0625,0.5,0.1796875,0.27048254526247467,0.5,-0.125,0.625,0.40625,0.21875,-0.21875,-0.1875,-0.625,-0.4375
5fb1a1a3a8e4226b1354fd7f,2,20.0,3,2.0,3.75,4.1875,3.5,3.375,1,0.375,0.59375,0.25,0.1875,0.3515625,0.17929077581310943,0.59375,0.1875,0.40625,-0.21875,0.125,0.1875,0.34375,0.40625,0.0625
628fcdd94ad6099e34e72647,1,45.0,4,20.8,3.25,4.125,3.3125,4.25,1,0.125,0.5625,0.15625,0.625,0.3671875,0.2631626061804121,0.625,0.125,0.5,-0.4375,-0.03125,-0.5,0.40625,-0.0625,-0.46875
5bd49bcc25db7b0001794063,3,33.6,4,7.2,4.125,4.5,2.5625,3.375,1,0.5625,0.75,-0.21875,0.1875,0.3203125,0.4287632104378826,0.75,-0.21875,0.96875,-0.1875,0.78125,0.375,0.96875,0.5625,-0.40625
62c61d523167ae5eafc98e6c,1,29.8,5,13.0,3.3125,3.625,3.4375,3.3125,3,0.15625,0.3125,0.21875,0.15625,0.2109375,0.073840869160197,0.3125,0.15625,0.15625,-0.15625,-0.0625,0.0,0.09375,0.15625,0.0625
62e1bc1f7bc99745a170ce2e,1,35.8,3,17.0,4.875,3.4375,4.3125,4.25,1,0.9375,0.21875,0.65625,0.625,0.609375,0.29591401481962065,0.9375,0.21875,0.71875,0.71875,0.28125,0.3125,-0.4375,-0.40625,0.03125
5c580c3dd3cc6b0001d9ffbf,2,43.8,3,15.8,3.25,2.5,3.75,3.875,3,0.125,-0.25,0.375,0.4375,0.171875,0.3119787319139987,0.4375,-0.25,0.6875,0.375,-0.25,-0.3125,-0.625,-0.6875,-0.0625
612e44861dc0709ab9f444ba,1,31.6,3,12.8,3.9375,3.3125,3.5,4.4375,1,0.46875,0.15625,0.25,0.71875,0.3984375,0.25048780534189685,0.71875,0.15625,0.5625,0.3125,0.21875,-0.25,-0.09375,-0.5625,-0.46875
6389301d2575b8e4c1e7cc5c,2,63.0,4,20.0,4.0625,3.25,3.3125,3.6875,1,0.53125,0.125,0.15625,0.34375,0.2890625,0.18814991529362962,0.53125,0.125,0.40625,0.40625,0.375,0.1875,-0.03125,-0.21875,-0.1875
6272c50e0f591ac1dc8c2e02,2,44.1,4,8.5,3.75,4.4375,3.625,4.6875,2,0.375,0.71875,0.3125,0.84375,0.5625,0.2589542269720011,0.84375,0.3125,0.53125,-0.34375,0.0625,-0.46875,0.40625,-0.125,-0.53125
5c35293501f27e0001094ba5,2,42.0,4,26.2,4.0,2.5,3.1875,3.9375,2,0.5,-0.25,0.09375,0.46875,0.203125,0.3540134472493006,0.5,-0.25,0.75,0.75,0.40625,0.03125,-0.34375,-0.71875,-0.375
5a443812817d1800018d1179,2,34.8,2,10.0,3.375,3.5,3.125,3.4375,1,0.1875,0.25,0.0625,0.21875,0.1796875,0.08218611373989324,0.25,0.0625,0.1875,-0.0625,0.125,-0.03125,0.1875,0.03125,-0.15625
5f315908aea34d0ca5c4e8d3,2,49.0,4,36.0,4.5,3.6875,2.75,3.25,2,0.75,0.34375,-0.125,0.125,0.2734375,0.3709635188150806,0.75,-0.125,0.875,0.40625,0.875,0.625,0.46875,0.21875,-0.25
60ef2700e476748689a999f7,2,31.1,3,13.2,4.0625,3.9375,4.1875,3.5625,3,0.53125,0.46875,0.59375,0.28125,0.46875,0.13501543121683043,0.59375,0.28125,0.3125,0.0625,-0.0625,0.25,-0.125,0.1875,0.3125
5e97af0bca82b6278c859323,2,27.9,3,2.3,3.8125,3.9375,3.6875,3.625,3,0.40625,0.46875,0.34375,0.3125,0.3828125,0.06929236820651079,0.46875,0.3125,0.15625,-0.0625,0.0625,0.09375,0.125,0.15625,0.03125
5e5dcce0e58b6a0f18009f84,2,28.0,4,6.0,3.125,3.6875,3.125,3.5625,1,0.0625,0.34375,0.0625,0.28125,0.1875,0.14657549249448218,0.34375,0.0625,0.28125,-0.28125,0.0,-0.21875,0.28125,0.0625,-0.21875
5e8f53644b34ff22d9b3a1c5,1,40.0,2,7.0,3.4375,4.4375,3.0625,2.75,1,0.21875,0.71875,0.03125,-0.125,0.2109375,0.36654975645651894,0.71875,-0.125,0.84375,-0.5,0.1875,0.34375,0.6875,0.84375,0.15625
5d4bed118cbe900016c1f6d0,1,31.0,3,9.0,2.3125,3.25,3.75,4.8125,2,-0.34375,0.125,0.375,0.90625,0.265625,0.5207291562479162,0.90625,-0.34375,1.25,-0.46875,-0.71875,-1.25,-0.25,-0.78125,-0.53125
62fba37f3560a85b4eb94aac,1,45.3,3,28.6,3.875,3.3125,4.3125,4.6875,2,0.4375,0.15625,0.65625,0.84375,0.5234375,0.29577647634376425,0.84375,0.15625,0.6875,0.28125,-0.21875,-0.40625,-0.5,-0.6875,-0.1875
5f7a0bc4853bd46503a27113,3,25.0,5,3.5,3.875,3.5625,3.125,3.625,2,0.4375,0.28125,0.0625,0.3125,0.2734375,0.15598936595699936,0.4375,0.0625,0.375,0.15625,0.375,0.125,0.21875,-0.03125,-0.25
5c54bf7d77f9e700015ef638,2,45.0,5,25.0,4.0625,3.1875,2.9375,4.5,3,0.53125,0.09375,-0.03125,0.75,0.3359375,0.36654975645651894,0.75,-0.03125,0.78125,0.4375,0.5625,-0.21875,0.125,-0.65625,-0.78125
5d90298097a2130015f3fa3c,1,32.0,2,12.5,3.125,4.25,3.125,3.4375,1,0.0625,0.625,0.0625,0.21875,0.2421875,0.265625,0.625,0.0625,0.5625,-0.5625,0.0,-0.15625,0.5625,0.40625,-0.15625
5cb489ff0cd1ed0017465d19,1,33.4,2,16.2,4.1875,2.9375,3.0,4.1875,2,0.59375,-0.03125,0.0,0.59375,0.2890625,0.35205405450252475,0.59375,-0.03125,0.625,0.625,0.59375,0.0,-0.03125,-0.625,-0.59375
60b4a8a01d08a9bfb5f1e408,3,25.1,3,8.9,1.5625,1.875,3.75,2.8125,1,-0.71875,-0.5625,0.375,-0.09375,-0.25,0.49410588440130926,0.375,-0.71875,1.09375,-0.15625,-1.09375,-0.625,-0.9375,-0.46875,0.46875
611118b967515e93dcf141f1,1,21.0,3,5.1,3.5625,3.5625,4.75,3.875,2,0.28125,0.28125,0.875,0.4375,0.46875,0.28067069969390585,0.875,0.28125,0.59375,0.0,-0.59375,-0.15625,-0.59375,-0.15625,0.4375
6314686dea012501d8934177,1,33.0,5,10.0,3.625,3.3125,2.125,4.3125,3,0.3125,0.15625,-0.4375,0.65625,0.171875,0.45679191561001453,0.65625,-0.4375,1.09375,0.15625,0.75,-0.34375,0.59375,-0.5,-1.09375
62728c148af5805feea46dc8,2,40.0,2,21.0,3.5625,4.0,2.5625,3.5,2,0.28125,0.5,-0.21875,0.25,0.203125,0.3024423154366245,0.5,-0.21875,0.71875,-0.21875,0.5,0.03125,0.71875,0.25,-0.46875
6234e1b277e7fe207a9ad500,1,52.0,2,25.3,3.875,2.9375,3.3125,3.875,3,0.4375,-0.03125,0.15625,0.4375,0.25,0.22963966338592295,0.4375,-0.03125,0.46875,0.46875,0.28125,0.0,-0.1875,-0.46875,-0.28125
60eb70ffed340b865e2849d1,1,50.0,5,31.0,4.375,3.125,3.6875,4.375,2,0.6875,0.0625,0.34375,0.6875,0.4453125,0.30230774710273856,0.6875,0.0625,0.625,0.625,0.34375,0.0,-0.28125,-0.625,-0.34375
5be76781f6d13b0001cf5257,1,32.7,3,16.0,4.3125,2.1875,4.875,5.0,3,0.65625,-0.40625,0.9375,1.0,0.546875,0.6527685430788874,1.0,-0.40625,1.40625,1.0625,-0.28125,-0.34375,-1.34375,-1.40625,-0.0625
60379dc17dc2aa000830366e,1,30.4,2,13.7,3.5625,2.6875,3.1875,3.5,1,0.28125,-0.15625,0.09375,0.25,0.1171875,0.19989417773328633,0.28125,-0.15625,0.4375,0.4375,0.1875,0.03125,-0.25,-0.40625,-0.15625
62ec3d6c5a882ff93a4af5b3,1,26.1,4,7.2,2.8125,3.375,2.5625,3.5,2,-0.09375,0.1875,-0.21875,0.25,0.03125,0.22389776312713205,0.25,-0.21875,0.46875,-0.28125,0.125,-0.34375,0.40625,-0.0625,-0.46875
6100b4e5864c376c3f4d8f5a,2,22.7,4,7.0,3.0625,3.75,3.125,2.5625,2,0.03125,0.375,0.0625,-0.21875,0.0625,0.24340253011558172,0.375,-0.21875,0.59375,-0.34375,-0.03125,0.25,0.3125,0.59375,0.28125
61082b4346fa6b2ad1f6a8d8,3,25.1,5,6.0,3.4375,3.6875,3.0625,3.6875,3,0.21875,0.34375,0.03125,0.34375,0.234375,0.147681738320394,0.34375,0.03125,0.3125,-0.125,0.1875,-0.125,0.3125,0.0,-0.3125
632e9aa62793c18a857aece4,1,40.9,3,25.4,4.625,2.5,3.9375,4.0625,1,0.8125,-0.25,0.46875,0.53125,0.390625,0.4524959714369473,0.8125,-0.25,1.0625,1.0625,0.34375,0.28125,-0.71875,-0.78125,-0.0625
6320a1395b4e05325c746101,1,22.0,2,7.5,2.6875,3.125,3.3125,3.4375,1,-0.15625,0.0625,0.15625,0.21875,0.0703125,0.1641244922561326,0.21875,-0.15625,0.375,-0.21875,-0.3125,-0.375,-0.09375,-0.15625,-0.0625
612e9fb57400639a88cfae33,2,27.4,4,5.5,3.625,4.125,3.1875,3.25,2,0.3125,0.5625,0.09375,0.125,0.2734375,0.21556460506848832,0.5625,0.09375,0.46875,-0.25,0.21875,0.1875,0.46875,0.4375,-0.03125
5fe112243ce806b5704eca6e,3,42.5,2,11.0,4.5625,2.875,3.625,4.75,1,0.78125,-0.0625,0.3125,0.875,0.4765625,0.43554249577394855,0.875,-0.0625,0.9375,0.84375,0.46875,-0.09375,-0.375,-0.9375,-0.5625
61031cd5bd9b63f1cc2edd7e,2,22.0,4,6.0,2.75,4.125,1.9375,3.4375,3,-0.125,0.5625,-0.53125,0.21875,0.03125,0.46840264908160656,0.5625,-0.53125,1.09375,-0.6875,0.40625,-0.34375,1.09375,0.34375,-0.75
6238dfab577ecd4adb97a917,1,50.0,4,27.7,3.625,2.9375,3.875,4.875,1,0.3125,-0.03125,0.4375,0.9375,0.4140625,0.40131213823116124,0.9375,-0.03125,0.96875,0.34375,-0.125,-0.625,-0.46875,-0.96875,-0.5
63614edb8ec467e6999ff831,1,32.0,6,1.4,4.6875,3.1875,3.0625,4.0625,3,0.84375,0.09375,0.03125,0.53125,0.375,0.38358234665670765,0.84375,0.03125,0.8125,0.75,0.8125,0.3125,0.0625,-0.4375,-0.5
60a2fae17fe95f27ca52e424,2,21.0,3,5.2,3.5,3.6875,3.0625,4.125,1,0.25,0.34375,0.03125,0.5625,0.296875,0.22023306783193722,0.5625,0.03125,0.53125,-0.09375,0.21875,-0.3125,0.3125,-0.21875,-0.53125
63614b8fe4d56b9d300a5f53,1,31.5,3,10.2,3.9375,2.3125,3.8125,4.0,3,0.46875,-0.34375,0.40625,0.5,0.2578125,0.40293115494461335,0.5,-0.34375,0.84375,0.8125,0.0625,-0.03125,-0.75,-0.84375,-0.09375
5eb0745480b12a11c526ffc8,2,32.1,4,16.6,3.125,3.75,3.0625,4.25,2,0.0625,0.375,0.03125,0.625,0.2734375,0.2811052868440341,0.625,0.03125,0.59375,-0.3125,0.03125,-0.5625,0.34375,-0.25,-0.59375
62b20c0065e9809e66d13fa5,1,24.2,2,7.0,2.875,2.875,3.125,3.875,1,-0.0625,-0.0625,0.0625,0.4375,0.09375,0.2366211810750114,0.4375,-0.0625,0.5,0.0,-0.125,-0.5,-0.125,-0.5,-0.375
62c396eed1893e06fdad4574,1,27.0,4,9.0,2.4375,3.1875,3.0,3.3125,3,-0.28125,0.09375,0.0,0.15625,-0.0078125,0.19327057620082783,0.15625,-0.28125,0.4375,-0.375,-0.28125,-0.4375,0.09375,-0.0625,-0.15625
6304d96fa9bd6e269ae89297,2,43.0,4,21.1,2.8125,4.1875,1.6875,4.0,3,-0.09375,0.59375,-0.65625,0.5,0.0859375,0.5809334935759285,0.59375,-0.65625,1.25,-0.6875,0.5625,-0.59375,1.25,0.09375,-1.15625
61372727e083e6cd1c827f81,3,40.0,4,22.0,3.5,4.3125,1.9375,4.6875,1,0.25,0.65625,-0.53125,0.84375,0.3046875,0.6099089541002548,0.84375,-0.53125,1.375,-0.40625,0.78125,-0.59375,1.1875,-0.1875,-1.375
5f5452df72345118f58d187b,1,54.0,3,45.0,4.0,2.75,3.875,4.375,2,0.5,-0.125,0.4375,0.6875,0.375,0.3498511588280555,0.6875,-0.125,0.8125,0.625,0.0625,-0.1875,-0.5625,-0.8125,-0.25
629534afc0924e49e1464589,1,36.0,5,12.0,3.25,2.8125,2.875,3.6875,3,0.125,-0.09375,-0.0625,0.34375,0.078125,0.20171788261496962,0.34375,-0.09375,0.4375,0.21875,0.1875,-0.21875,-0.03125,-0.4375,-0.40625
5c5c3c5a676a2800013eba45,1,34.9,3,17.5,3.5,2.1875,3.1875,3.75,2,0.25,-0.40625,0.09375,0.375,0.078125,0.34280172233134026,0.375,-0.40625,0.78125,0.65625,0.15625,-0.125,-0.5,-0.78125,-0.28125
63bf3247bf3b5ebd734157ee,2,62.2,3,48.0,3.8125,4.1875,3.3125,3.8125,3,0.40625,0.59375,0.15625,0.40625,0.390625,0.1795175827043134,0.59375,0.15625,0.4375,-0.1875,0.25,0.0,0.4375,0.1875,-0.25
6125c324391974c4c912ba10,1,33.4,3,16.0,3.5,2.875,4.0,2.9375,2,0.25,-0.0625,0.5,-0.03125,0.1640625,0.26439666971868864,0.5,-0.0625,0.5625,0.3125,-0.25,0.28125,-0.5625,-0.03125,0.53125
5f5171f781da7d3c0aa7024b,1,21.4,3,1.0,4.125,2.75,3.25,4.375,2,0.5625,-0.125,0.125,0.6875,0.3125,0.37845629426218647,0.6875,-0.125,0.8125,0.6875,0.4375,-0.125,-0.25,-0.8125,-0.5625
612547f89bad5437aaecfa66,1,30.1,4,12.0,3.875,2.625,3.3125,4.4375,2,0.4375,-0.1875,0.15625,0.71875,0.28125,0.3878023014372143,0.71875,-0.1875,0.90625,0.625,0.28125,-0.28125,-0.34375,-0.90625,-0.5625
62dcb56ed694f64640b46ecd,1,20.5,3,2.5,4.1875,3.4375,3.875,4.6875,2,0.59375,0.21875,0.4375,0.84375,0.5234375,0.2631626061804121,0.84375,0.21875,0.625,0.375,0.15625,-0.25,-0.21875,-0.625,-0.40625
631f3abc8826b6e7e8982648,2,35.6,4,20.4,1.875,4.5,1.6875,4.75,3,-0.5625,0.75,-0.65625,0.875,0.1015625,0.8233945078909624,0.875,-0.65625,1.53125,-1.3125,0.09375,-1.4375,1.40625,-0.125,-1.53125
60306cf6330619ee41fa3cd2,1,31.0,4,8.0,3.875,3.75,4.0,3.875,3,0.4375,0.375,0.5,0.4375,0.4375,0.05103103630798288,0.5,0.375,0.125,0.0625,-0.0625,0.0,-0.125,-0.0625,0.0625
5b0d1b8e444cef0001ca66ac,2,58.0,3,21.2,3.4375,3.5,2.5,3.9375,3,0.21875,0.25,-0.25,0.46875,0.171875,0.3024423154366245,0.46875,-0.25,0.71875,-0.03125,0.46875,-0.25,0.5,-0.21875,-0.71875
612682ec747ac2d5df40f7df,1,22.0,3,5.0,3.9375,2.625,3.3125,4.1875,1,0.46875,-0.1875,0.15625,0.59375,0.2578125,0.3492691401937289,0.59375,-0.1875,0.78125,0.65625,0.3125,-0.125,-0.34375,-0.78125,-0.4375
6266c2af9e12be23dff07d28,2,52.0,5,37.0,3.3125,2.625,3.625,3.8125,1,0.15625,-0.1875,0.3125,0.40625,0.171875,0.26083300053226904,0.40625,-0.1875,0.59375,0.34375,-0.15625,-0.25,-0.5,-0.59375,-0.09375
62349b2406ea604d296bd69d,2,32.8,3,18.1,4.0625,4.0,2.5,4.1875,3,0.53125,0.5,-0.25,0.59375,0.34375,0.397747564417433,0.59375,-0.25,0.84375,0.03125,0.78125,-0.0625,0.75,-0.09375,-0.84375
